title,sub,author,author_bio,cat,type,price,pages,blurb,desc,drive_url,cover_image,badge,bg,fg,ac,pat,lang
The Story-book of Science,A free public domain science book,Jean-Henri Fabre,"Jean-Henri Casimir Fabre was a French naturalist, entomologist, and author known for the lively style of his popular books on the lives of insects.",Science,free,0,146,"A classic science work by Jean-Henri Fabre. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Story-book of Science by Jean-Henri Fabre is a foundational science work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Jean-Henri Casimir Fabre was a French naturalist, entomologist, and author known for the lively style of his popular books on the lives of insects.</p></div>",https://www.gutenberg.org/ebooks/56795.epub3.images,https://www.gutenberg.org/cache/epub/56795/pg56795.cover.medium.jpg,Free,#1e3a5f,#ffffff,#38bdf8,p-rings,en
The Book of the Thousand Nights and a Night — Volume 06 (of 10),A free public domain fairy tales book,Unknown Author,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,Fairy tales,free,0,245,"A classic fairy tales work by Unknown Author. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Book of the Thousand Nights and a Night — Volume 06 (of 10) by Unknown Author is a foundational fairy tales work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/3440.epub3.images,https://www.gutenberg.org/cache/epub/3440/pg3440.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Poetical Works of William Wordsworth — Volume 1 (of 8),A free public domain poetry book,William Wordsworth,"William Wordsworth was an English Romantic poet who, with Samuel Taylor Coleridge, helped to launch the Romantic Age in English literature with their joint publication Lyrical Ballads (1798).",Poetry,free,0,220,"A classic poetry work by William Wordsworth. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Poetical Works of William Wordsworth — Volume 1 (of 8) by William Wordsworth is a foundational poetry work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>William Wordsworth was an English Romantic poet who, with Samuel Taylor Coleridge, helped to launch the Romantic Age in English literature with their joint publication Lyrical Ballads (1798).</p></div>",https://www.gutenberg.org/ebooks/10219.epub3.images,https://www.gutenberg.org/cache/epub/10219/pg10219.cover.medium.jpg,Best Seller,#4a2b3d,#ffffff,#fb7185,p-rings,en
A Calendar of Sonnets,A free public domain poetry book,Helen Hunt Jackson,"Helen Hunt Jackson was an American poet and writer who became an activist for improved treatment of Native Americans by the United States government. She described the adverse effects of government actions in her history A Century of Dishonor (1881). Her popular novel Ramona (1884) dramatized the federal government's mistreatment of Native Americans in Southern California after the Mexican–American War and attracted considerable attention to her cause. Commercially successful, it was estimated to have been reprinted 300 times, with readers liking its romantic and picturesque qualities more than its political content. The novel was so popular that it attracted many tourists to Southern California who wanted to see places from the book.",Poetry,free,0,276,"A classic poetry work by Helen Hunt Jackson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Calendar of Sonnets by Helen Hunt Jackson is a foundational poetry work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Helen Hunt Jackson was an American poet and writer who became an activist for improved treatment of Native Americans by the United States government. She described the adverse effects of government actions in her history A Century of Dishonor (1881). Her popular novel Ramona (1884) dramatized the federal government's mistreatment of Native Americans in Southern California after the Mexican–American War and attracted considerable attention to her cause. Commercially successful, it was estimated to have been reprinted 300 times, with readers liking its romantic and picturesque qualities more than its political content. The novel was so popular that it attracted many tourists to Southern California who wanted to see places from the book.</p></div>",https://www.gutenberg.org/files/19504/19504-index.html,https://www.gutenberg.org/cache/epub/19504/pg19504.cover.medium.jpg,Free,#4a2b3d,#ffffff,#fb7185,p-rings,en
Essays Towards a Theory of Knowledge,A free public domain cycles book,Alexander Philip,Alexander Philip was a Scottish solicitor and campaigner for calendar reform. He was elected a Fellow of the Royal Society of Edinburgh in 1913,Cycles,free,0,143,"A classic cycles work by Alexander Philip. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Essays Towards a Theory of Knowledge by Alexander Philip is a foundational cycles work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Alexander Philip was a Scottish solicitor and campaigner for calendar reform. He was elected a Fellow of the Royal Society of Edinburgh in 1913</p></div>",https://www.gutenberg.org/ebooks/23422.epub3.images,https://www.gutenberg.org/cache/epub/23422/pg23422.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Within a Budding Grove,A free public domain fiction book,Marcel Proust,"Valentin Louis Georges Eugène Marcel Proust was a French novelist, literary critic, and essayist best known for his novel À la recherche du temps perdu, which was published in seven volumes between 1913 and 1927 and totals around 1.25 million words. He is considered by critics and writers to be one of the most influential authors of the twentieth century.",Fiction,free,0,161,"A classic fiction work by Marcel Proust. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Within a Budding Grove by Marcel Proust is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Valentin Louis Georges Eugène Marcel Proust was a French novelist, literary critic, and essayist best known for his novel À la recherche du temps perdu, which was published in seven volumes between 1913 and 1927 and totals around 1.25 million words. He is considered by critics and writers to be one of the most influential authors of the twentieth century.</p></div>",https://www.gutenberg.org/ebooks/63532.epub3.images,https://www.gutenberg.org/cache/epub/63532/pg63532.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
The Gutenberg Webster's Unabridged Dictionary: Section P and Q,A free public domain english language book,Project Gutenberg,"Project Gutenberg (PG) is a volunteer effort to digitize and archive cultural works, as well as to encourage the creation and distribution of eBooks. It was founded in 1971 by American writer Michael S. Hart and is the oldest digital library. Most of the items in its collection are the full texts of books or individual stories in the public domain. All files can be accessed for free under an open format layout, available on almost any computer. As of 22 March 2026, Project Gutenberg had reached nearly 78,000 items in its collection of free eBooks.",English language,free,0,258,"A classic english language work by Project Gutenberg. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Gutenberg Webster's Unabridged Dictionary: Section P and Q by Project Gutenberg is a foundational english language work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Project Gutenberg (PG) is a volunteer effort to digitize and archive cultural works, as well as to encourage the creation and distribution of eBooks. It was founded in 1971 by American writer Michael S. Hart and is the oldest digital library. Most of the items in its collection are the full texts of books or individual stories in the public domain. All files can be accessed for free under an open format layout, available on almost any computer. As of 22 March 2026, Project Gutenberg had reached nearly 78,000 items in its collection of free eBooks.</p></div>",https://www.gutenberg.org/ebooks/666.epub3.images,https://www.gutenberg.org/cache/epub/666/pg666.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Nederlandsche Doopnamen: Naar Oorsprong en Gebruik,A free public domain dutch language book,Jacobus Joannes Graaf,"Jacobus Joannes Graaf is an author and scholar in the field of Dutch language, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Dutch language,free,0,118,"A classic dutch language work by Jacobus Joannes Graaf. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Nederlandsche Doopnamen: Naar Oorsprong en Gebruik by Jacobus Joannes Graaf is a foundational dutch language work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Jacobus Joannes Graaf is an author and scholar in the field of Dutch language, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/25089.epub3.images,https://www.gutenberg.org/cache/epub/25089/pg25089.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Familiar Quotations,A free public domain quotations book,Unknown Author,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,Quotations,free,0,244,"A classic quotations work by Unknown Author. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Familiar Quotations by Unknown Author is a foundational quotations work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/16732.epub3.images,https://www.gutenberg.org/cache/epub/16732/pg16732.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Peculiarities of American Cities,A free public domain travel book,Willard W. Glazier,"Willard W. Glazier is an author and scholar in the field of Travel, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Travel,free,0,218,"A classic travel work by Willard W. Glazier. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Peculiarities of American Cities by Willard W. Glazier is a foundational travel work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Willard W. Glazier is an author and scholar in the field of Travel, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/35575.epub3.images,https://www.gutenberg.org/cache/epub/35575/pg35575.cover.medium.jpg,Free,#2b4a4a,#ffffff,#38bdf8,p-rings,en
"A Short History of Freethought Ancient and Modern, Volume 2 of 2: Third edition, Revised and Expanded, in two volumes",A free public domain history book,J. M. Robertson,"John Mackinnon Robertson was a prolific Scottish journalist, advocate of rationalism and secularism, and Liberal Member of Parliament for Tyneside from 1906 to 1918.",History,free,0,184,"A classic history work by J. M. Robertson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Short History of Freethought Ancient and Modern, Volume 2 of 2: Third edition, Revised and Expanded, in two volumes by J. M. Robertson is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John Mackinnon Robertson was a prolific Scottish journalist, advocate of rationalism and secularism, and Liberal Member of Parliament for Tyneside from 1906 to 1918.</p></div>",https://www.gutenberg.org/ebooks/52160.epub3.images,https://www.gutenberg.org/cache/epub/52160/pg52160.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
Index of the Project Gutenberg Works of Richard F. Burton,A free public domain indexes book,Sir Richard Francis Burton,"Sir Richard Francis Burton was a British explorer, army officer, writer and scholar. He was famed for his travels and explorations in Asia, Africa and South America, as well as his extensive knowledge of languages and cultures, speaking up to 29 different languages.",Indexes,free,0,296,"A classic indexes work by Sir Richard Francis Burton. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Index of the Project Gutenberg Works of Richard F. Burton by Sir Richard Francis Burton is a foundational indexes work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Sir Richard Francis Burton was a British explorer, army officer, writer and scholar. He was famed for his travels and explorations in Asia, Africa and South America, as well as his extensive knowledge of languages and cultures, speaking up to 29 different languages.</p></div>",https://www.gutenberg.org/ebooks/58722.epub3.images,https://www.gutenberg.org/cache/epub/58722/pg58722.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
De vuurvogel en de grijze wolf,A free public domain folk tales book,Anonymous,"Anonymous most often refers to:Anonymity, the state of an individual's identity, or personally identifiable information, being publicly unknown Anonymous work, a work of art or literature that has an unnamed or unknown creator or author Anonymity, a property of a voting rule, saying that it does not discriminate apriori between voters Anonymous, the collective name of loosely affiliated individuals who participate in hacktivism",Folk tales,free,0,207,"A classic folk tales work by Anonymous. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>De vuurvogel en de grijze wolf by Anonymous is a foundational folk tales work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Anonymous most often refers to:Anonymity, the state of an individual's identity, or personally identifiable information, being publicly unknown Anonymous work, a work of art or literature that has an unnamed or unknown creator or author Anonymity, a property of a voting rule, saying that it does not discriminate apriori between voters Anonymous, the collective name of loosely affiliated individuals who participate in hacktivism</p></div>",https://www.gutenberg.org/ebooks/79258.epub3.images,https://www.gutenberg.org/cache/epub/79258/pg79258.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"Christie's old organ: or, Home, sweet home",A free public domain fiction book,Mrs. O. F. Walton,"Amy Catherine Walton, born Amy Catherine Deck and better known as Mrs O. F. Walton, was an English author of Christian children's books, mainly but not exclusively fictional. She was the daughter of an Anglican priest and married his curate, with whom she spent four years living in Jerusalem.",Fiction,free,0,271,"A classic fiction work by Mrs. O. F. Walton. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Christie's old organ: or, Home, sweet home by Mrs. O. F. Walton is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Amy Catherine Walton, born Amy Catherine Deck and better known as Mrs O. F. Walton, was an English author of Christian children's books, mainly but not exclusively fictional. She was the daughter of an Anglican priest and married his curate, with whom she spent four years living in Jerusalem.</p></div>",https://www.gutenberg.org/ebooks/21997.epub3.images,https://www.gutenberg.org/cache/epub/21997/pg21997.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Chinese Painters: A Critical Study,A free public domain history book,Raphaël Petrucci,"Raphaël Petrucci is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",History,free,0,295,"A classic history work by Raphaël Petrucci. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Chinese Painters: A Critical Study by Raphaël Petrucci is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Raphaël Petrucci is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/22288.epub3.images,https://www.gutenberg.org/cache/epub/22288/pg22288.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
Henry D. Thoreau,A free public domain biography book,F. B. Sanborn,"Franklin Benjamin Sanborn was an American journalist, teacher, author, reformer, and abolitionist. Sanborn was a social scientist and memorialist of American transcendentalism who wrote early biographies of many of the movement's key figures. He founded the American Social Science Association in 1865 to treat wisely the great social problems of the day . He was a member of the so-called Secret Six, or Committee of Six , which funded or helped obtain funding for John Brown's Raid on Harpers Ferry; in fact, he introduced Brown to the others. A recent scholar describes him as humorless .",Biography,free,0,213,"A classic biography work by F. B. Sanborn. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Henry D. Thoreau by F. B. Sanborn is a foundational biography work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Franklin Benjamin Sanborn was an American journalist, teacher, author, reformer, and abolitionist. Sanborn was a social scientist and memorialist of American transcendentalism who wrote early biographies of many of the movement's key figures. He founded the American Social Science Association in 1865 to treat wisely the great social problems of the day . He was a member of the so-called Secret Six, or Committee of Six , which funded or helped obtain funding for John Brown's Raid on Harpers Ferry; in fact, he introduced Brown to the others. A recent scholar describes him as humorless .</p></div>",https://www.gutenberg.org/ebooks/51426.epub3.images,https://www.gutenberg.org/cache/epub/51426/pg51426.cover.medium.jpg,Free,#2d4a22,#ffffff,#f59e0b,p-rings,en
The Old East Indiamen,A free public domain economics book,E. Keble Chatterton,"E. Keble Chatterton is an author and scholar in the field of Economics, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Economics,free,0,114,"A classic economics work by E. Keble Chatterton. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Old East Indiamen by E. Keble Chatterton is a foundational economics work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>E. Keble Chatterton is an author and scholar in the field of Economics, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/54561.epub3.images,https://www.gutenberg.org/cache/epub/54561/pg54561.cover.medium.jpg,Free,#2d4a3b,#ffffff,#fcd34d,p-rings,en
"The schoolmistress, and other stories",A free public domain fiction book,Anton Pavlovich Chekhov,"Anton Pavlovich Chekhov was a Russian playwright and short story writer. Widely considered one of the greatest writers of all time, his career as a playwright produced four classics, and his best short stories are held in high esteem by writers and critics. Along with Henrik Ibsen and August Strindberg, Chekhov is often referred to as one of the three seminal figures in the birth of early modernism in the theatre. Chekhov was a physician by profession. Medicine is my lawful wife, he once said, and literature is my mistress.",Fiction,free,0,114,"A classic fiction work by Anton Pavlovich Chekhov. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The schoolmistress, and other stories by Anton Pavlovich Chekhov is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Anton Pavlovich Chekhov was a Russian playwright and short story writer. Widely considered one of the greatest writers of all time, his career as a playwright produced four classics, and his best short stories are held in high esteem by writers and critics. Along with Henrik Ibsen and August Strindberg, Chekhov is often referred to as one of the three seminal figures in the birth of early modernism in the theatre. Chekhov was a physician by profession. Medicine is my lawful wife, he once said, and literature is my mistress.</p></div>",https://www.gutenberg.org/ebooks/1732.epub3.images,https://www.gutenberg.org/cache/epub/1732/pg1732.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Curiosities of Medical Experience,A free public domain medicine book,J. G. Millingen,"J. G. Millingen is an author and scholar in the field of Medicine, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Medicine,free,0,185,"A classic medicine work by J. G. Millingen. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Curiosities of Medical Experience by J. G. Millingen is a foundational medicine work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>J. G. Millingen is an author and scholar in the field of Medicine, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/39074.epub3.images,https://www.gutenberg.org/cache/epub/39074/pg39074.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Diary of John Evelyn (Volume 1 of 2),A free public domain history book,John Evelyn,"John Evelyn, an English writer, landowner, gardener, courtier and minor government official, has become best known as a diarist. He was a founding Fellow of the Royal Society.",History,free,0,102,"A classic history work by John Evelyn. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Diary of John Evelyn (Volume 1 of 2) by John Evelyn is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John Evelyn, an English writer, landowner, gardener, courtier and minor government official, has become best known as a diarist. He was a founding Fellow of the Royal Society.</p></div>",https://www.gutenberg.org/ebooks/41218.epub3.images,https://www.gutenberg.org/cache/epub/41218/pg41218.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
The Writings of Thomas Paine — Volume 2 (1779-1792): The Rights of Man,A free public domain history book,Thomas Paine,"Thomas Paine was an English-born American Founding Father, inventor, political philosopher, and statesman. His pamphlets Common Sense (1776) and The American Crisis (1776–1783) framed the Patriot argument for independence from Great Britain at the outset of the American Revolution. Paine advanced Enlightenment-era arguments for human rights that shaped revolutionary discourse on both sides of the Atlantic.",History,free,0,289,"A classic history work by Thomas Paine. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Writings of Thomas Paine — Volume 2 (1779-1792): The Rights of Man by Thomas Paine is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Thomas Paine was an English-born American Founding Father, inventor, political philosopher, and statesman. His pamphlets Common Sense (1776) and The American Crisis (1776–1783) framed the Patriot argument for independence from Great Britain at the outset of the American Revolution. Paine advanced Enlightenment-era arguments for human rights that shaped revolutionary discourse on both sides of the Atlantic.</p></div>",https://www.gutenberg.org/ebooks/3742.epub3.images,https://www.gutenberg.org/cache/epub/3742/pg3742.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
The tale of Master Meadow Mouse,A free public domain fiction book,Arthur Scott Bailey,Arthur Scott Bailey was an American writer.,Fiction,free,0,275,"A classic fiction work by Arthur Scott Bailey. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The tale of Master Meadow Mouse by Arthur Scott Bailey is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Arthur Scott Bailey was an American writer.</p></div>",https://www.gutenberg.org/ebooks/24872.epub3.images,https://www.gutenberg.org/cache/epub/24872/pg24872.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
The Autobiography of Upton Sinclair,A free public domain biography book,Upton Sinclair,"Upton Beall Sinclair Jr. was an American author, muckraker journalist, and political activist, and the 1934 Democratic Party nominee for governor of California. He wrote nearly 100 books and other works in several genres. Sinclair's work was well known and popular in the first half of the 20th century, and he won the 1943 Pulitzer Prize for Fiction.",Biography,free,0,169,"A classic biography work by Upton Sinclair. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Autobiography of Upton Sinclair by Upton Sinclair is a foundational biography work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Upton Beall Sinclair Jr. was an American author, muckraker journalist, and political activist, and the 1934 Democratic Party nominee for governor of California. He wrote nearly 100 books and other works in several genres. Sinclair's work was well known and popular in the first half of the 20th century, and he won the 1943 Pulitzer Prize for Fiction.</p></div>",https://www.gutenberg.org/ebooks/66840.epub3.images,https://www.gutenberg.org/cache/epub/66840/pg66840.cover.medium.jpg,Free,#2d4a22,#ffffff,#f59e0b,p-rings,en
The principles of science: a treatise on logic and scientific method,A free public domain science book,William Stanley Jevons,William Stanley Jevons was an English economist and logician.,Science,free,0,269,"A classic science work by William Stanley Jevons. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The principles of science: a treatise on logic and scientific method by William Stanley Jevons is a foundational science work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>William Stanley Jevons was an English economist and logician.</p></div>",https://www.gutenberg.org/ebooks/74864.epub3.images,https://www.gutenberg.org/cache/epub/74864/pg74864.cover.medium.jpg,Free,#1e3a5f,#ffffff,#38bdf8,p-rings,en
Justice,A free public domain drama book,John Galsworthy,"John Galsworthy was an English novelist and playwright. He is best known for his trilogy of novels collectively called The Forsyte Saga, and two later trilogies, A Modern Comedy and End of the Chapter. He was awarded the 1932 Nobel Prize in Literature.",Drama,free,0,132,"A classic drama work by John Galsworthy. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Justice by John Galsworthy is a foundational drama work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John Galsworthy was an English novelist and playwright. He is best known for his trilogy of novels collectively called The Forsyte Saga, and two later trilogies, A Modern Comedy and End of the Chapter. He was awarded the 1932 Nobel Prize in Literature.</p></div>",https://www.gutenberg.org/ebooks/2911.epub3.images,https://www.gutenberg.org/cache/epub/2911/pg2911.cover.medium.jpg,Free,#312e81,#ffffff,#fcd34d,p-rings,en
Vestiges of the Natural History of Creation,A free public domain science book,Robert Chambers,Robert or Bob Chambers may refer to:,Science,free,0,133,"A classic science work by Robert Chambers. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Vestiges of the Natural History of Creation by Robert Chambers is a foundational science work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Robert or Bob Chambers may refer to:</p></div>",https://www.gutenberg.org/ebooks/7116.epub3.images,https://www.gutenberg.org/cache/epub/7116/pg7116.cover.medium.jpg,Free,#1e3a5f,#ffffff,#38bdf8,p-rings,en
The Traitors,A free public domain spy stories book,E. Phillips Oppenheim,"Edward Phillips Oppenheim was an English novelist, a prolific writer of best-selling genre fiction, featuring glamorous characters, international intrigue and fast action. Notably easy to read, they were viewed as popular entertainments. He was featured on the cover of Time magazine in 1927.",Spy stories,free,0,164,"A classic spy stories work by E. Phillips Oppenheim. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Traitors by E. Phillips Oppenheim is a foundational spy stories work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Edward Phillips Oppenheim was an English novelist, a prolific writer of best-selling genre fiction, featuring glamorous characters, international intrigue and fast action. Notably easy to read, they were viewed as popular entertainments. He was featured on the cover of Time magazine in 1927.</p></div>",https://www.gutenberg.org/ebooks/29162.epub3.images,https://www.gutenberg.org/cache/epub/29162/pg29162.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"Life and Correspondence of David Hume, Volume 1",A free public domain biography book,John Hill Burton,"John Hill Burton FRSE was a Scottish advocate, historian and economist. The author of Life and Correspondence of David Hume, he was secretary of the Scottish Prison Board (1854–1877), and Historiographer Royal (1867–1881).",Biography,free,0,247,"A classic biography work by John Hill Burton. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Life and Correspondence of David Hume, Volume 1 by John Hill Burton is a foundational biography work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John Hill Burton FRSE was a Scottish advocate, historian and economist. The author of Life and Correspondence of David Hume, he was secretary of the Scottish Prison Board (1854–1877), and Historiographer Royal (1867–1881).</p></div>",https://www.gutenberg.org/ebooks/42843.epub3.images,https://www.gutenberg.org/cache/epub/42843/pg42843.cover.medium.jpg,Free,#2d4a22,#ffffff,#f59e0b,p-rings,en
