title,sub,author,author_bio,cat,type,price,pages,blurb,desc,drive_url,cover_image,badge,bg,fg,ac,pat,lang
A History of American Literature Since 1870,A free public domain history book,Fred Lewis Pattee,"Fred Lewis Pattee was an American author and scholar of American literature. As a professor of American literature at the Pennsylvania State University, Pattee wrote the lyrics of the Penn State Alma Mater. Pattee is sometimes labeled the first Professor of American Literature , a position he held at Penn State from 1895 until 1928.",History,free,0,280,"A classic history work by Fred Lewis Pattee. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A History of American Literature Since 1870 by Fred Lewis Pattee is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Fred Lewis Pattee was an American author and scholar of American literature. As a professor of American literature at the Pennsylvania State University, Pattee wrote the lyrics of the Penn State Alma Mater. Pattee is sometimes labeled the first Professor of American Literature , a position he held at Penn State from 1895 until 1928.</p></div>",https://www.gutenberg.org/ebooks/42593.epub3.images,https://www.gutenberg.org/cache/epub/42593/pg42593.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
The Borzoi 1920: Being a sort of record of five years' publishing,"A free public domain alfred a. knopf, inc. book",Inc. Alfred A. Knopf,"Inc. Alfred A. Knopf is an author and scholar in the field of Alfred a. knopf, inc., whose historical treatises, literature, and educational publications are preserved for digital research and universal access.","Alfred a. knopf, inc.",free,0,253,"A classic alfred a. knopf, inc. work by Inc. Alfred A. Knopf. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Borzoi 1920: Being a sort of record of five years' publishing by Inc. Alfred A. Knopf is a foundational alfred a. knopf, inc. work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Inc. Alfred A. Knopf is an author and scholar in the field of Alfred a. knopf, inc., whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/53979.epub3.images,https://www.gutenberg.org/cache/epub/53979/pg53979.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"Hildreth's Japan as It Was and Is : A Handbook of Old Japan, Volume 1 (of 2)",A free public domain history book,Richard Hildreth,"Richard Hildreth, was an American journalist, writer and historian. He is best known for writing his six-volume History of the United States of America covering 1497–1821 and published 1840-1853. Historians consider it a highly accurate political history of the early Republic, but with a strong bias in favor of the Federalist Party and the abolition of slavery. At the time of his death in 1865, he still had many unfinished works.",History,free,0,135,"A classic history work by Richard Hildreth. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Hildreth's Japan as It Was and Is : A Handbook of Old Japan, Volume 1 (of 2) by Richard Hildreth is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Richard Hildreth, was an American journalist, writer and historian. He is best known for writing his six-volume History of the United States of America covering 1497–1821 and published 1840-1853. Historians consider it a highly accurate political history of the early Republic, but with a strong bias in favor of the Federalist Party and the abolition of slavery. At the time of his death in 1865, he still had many unfinished works.</p></div>",https://www.gutenberg.org/ebooks/66913.epub3.images,https://www.gutenberg.org/cache/epub/66913/pg66913.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
"The books of Chronicles: With maps, notes and introduction",A free public domain bible. chronicles book,W. A. L. Elmslie,"W. A. L. Elmslie is an author and scholar in the field of Bible. chronicles, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Bible. chronicles,free,0,130,"A classic bible. chronicles work by W. A. L. Elmslie. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The books of Chronicles: With maps, notes and introduction by W. A. L. Elmslie is a foundational bible. chronicles work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>W. A. L. Elmslie is an author and scholar in the field of Bible. chronicles, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/71811.epub3.images,https://www.gutenberg.org/cache/epub/71811/pg71811.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Story of Commodore John Barry,"A free public domain barry, john, 1745-1803 book",Martin I. J. Griffin,"Martin I. J. Griffin is an author and scholar in the field of Barry, john, 1745-1803, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.","Barry, john, 1745-1803",free,0,117,"A classic barry, john, 1745-1803 work by Martin I. J. Griffin. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Story of Commodore John Barry by Martin I. J. Griffin is a foundational barry, john, 1745-1803 work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Martin I. J. Griffin is an author and scholar in the field of Barry, john, 1745-1803, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/25100.epub3.images,https://www.gutenberg.org/cache/epub/25100/pg25100.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"The International Monthly, Volume 2, No. 1, December, 1850",A free public domain history book,Various,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,History,free,0,299,"A classic history work by Various. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The International Monthly, Volume 2, No. 1, December, 1850 by Various is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/37872.epub3.images,https://www.gutenberg.org/cache/epub/37872/pg37872.cover.medium.jpg,Best Seller,#4a3728,#ffffff,#f59e0b,p-rings,en
The Manual of the Botany of the Northern United States: Including the District East of the Mississippi and North of North Carolina and Tennessee,A free public domain plants book,Asa Gray,Asa Gray was an American botanist who was considered the most important American botanist of the 19th century. His Darwiniana (1876) was considered by some as an important explanation of how religion and science were not necessarily mutually exclusive. Gray was adamant that a genetic connection must exist between all members of a species. He was also strongly opposed to the ideas of hybridization within one generation and special creation in the sense of its not allowing for evolution. Gray was a strong supporter of Darwin while at the same time being a proponent of theistic evolution.,Plants,free,0,123,"A classic plants work by Asa Gray. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Manual of the Botany of the Northern United States: Including the District East of the Mississippi and North of North Carolina and Tennessee by Asa Gray is a foundational plants work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Asa Gray was an American botanist who was considered the most important American botanist of the 19th century. His Darwiniana (1876) was considered by some as an important explanation of how religion and science were not necessarily mutually exclusive. Gray was adamant that a genetic connection must exist between all members of a species. He was also strongly opposed to the ideas of hybridization within one generation and special creation in the sense of its not allowing for evolution. Gray was a strong supporter of Darwin while at the same time being a proponent of theistic evolution.</p></div>",https://www.gutenberg.org/ebooks/39423.epub3.images,https://www.gutenberg.org/cache/epub/39423/pg39423.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Works of Charles and Mary Lamb — Volume 1: Miscellaneous Prose,A free public domain classic literature book,Charles Lamb,"Charles Lamb was an English essayist, poet and antiquarian, best known for his Essays of Elia and for the children's book Tales from Shakespeare, co-authored with his sister, Mary Lamb (1764–1847).",Classic Literature,free,0,166,"A classic classic literature work by Charles Lamb. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Works of Charles and Mary Lamb — Volume 1: Miscellaneous Prose by Charles Lamb is a foundational classic literature work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Charles Lamb was an English essayist, poet and antiquarian, best known for his Essays of Elia and for the children's book Tales from Shakespeare, co-authored with his sister, Mary Lamb (1764–1847).</p></div>",https://www.gutenberg.org/ebooks/40988.epub3.images,https://www.gutenberg.org/cache/epub/40988/pg40988.cover.medium.jpg,Free,#3b2b1e,#ffffff,#f59e0b,p-rings,en
"Prisons and Prayer; Or, a Labor of Love",A free public domain evangelistic work book,Elizabeth Ryder Wheaton,"Elizabeth Ryder Wheaton is an author and scholar in the field of Evangelistic work, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Evangelistic work,free,0,214,"A classic evangelistic work work by Elizabeth Ryder Wheaton. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Prisons and Prayer; Or, a Labor of Love by Elizabeth Ryder Wheaton is a foundational evangelistic work work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Elizabeth Ryder Wheaton is an author and scholar in the field of Evangelistic work, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/41720.epub3.images,https://www.gutenberg.org/cache/epub/41720/pg41720.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Nō Plays of Japan,A free public domain drama book,Arthur Waley,"Arthur David Waley was an English orientalist and sinologist who achieved both popular and scholarly acclaim for his translations of Chinese and Japanese poetry. Among his honours were appointment as Commander of the Order of the British Empire in 1952, receiving the Queen's Gold Medal for Poetry in 1953, and being invested as a Member of the Order of the Companions of Honour in 1956.",Drama,free,0,91,"A classic drama work by Arthur Waley. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Nō Plays of Japan by Arthur Waley is a foundational drama work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Arthur David Waley was an English orientalist and sinologist who achieved both popular and scholarly acclaim for his translations of Chinese and Japanese poetry. Among his honours were appointment as Commander of the Order of the British Empire in 1952, receiving the Queen's Gold Medal for Poetry in 1953, and being invested as a Member of the Order of the Companions of Honour in 1956.</p></div>",https://www.gutenberg.org/ebooks/43304.epub3.images,https://www.gutenberg.org/cache/epub/43304/pg43304.cover.medium.jpg,Free,#312e81,#ffffff,#fcd34d,p-rings,en
"Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg, 14 November 1945-1 October 1946, Volume 01","A free public domain göring, hermann, 1893-1946 book",Various,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,"Göring, hermann, 1893-1946",free,0,119,"A classic göring, hermann, 1893-1946 work by Various. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg, 14 November 1945-1 October 1946, Volume 01 by Various is a foundational göring, hermann, 1893-1946 work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/51292.epub3.images,https://www.gutenberg.org/cache/epub/51292/pg51292.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Norway,A free public domain history book,Sigvart Sörensen,"Sigvart Sörensen is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",History,free,0,198,"A classic history work by Sigvart Sörensen. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Norway by Sigvart Sörensen is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Sigvart Sörensen is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/59531.epub3.images,https://www.gutenberg.org/cache/epub/59531/pg59531.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
The Mesnevi,A free public domain classic literature book,Maulana Jalal al-Din Rumi,"Maulana Jalal al-Din Rumi is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Classic Literature,free,0,174,"A classic classic literature work by Maulana Jalal al-Din Rumi. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Mesnevi by Maulana Jalal al-Din Rumi is a foundational classic literature work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Maulana Jalal al-Din Rumi is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/61724.epub3.images,https://www.gutenberg.org/cache/epub/61724/pg61724.cover.medium.jpg,Free,#3b2b1e,#ffffff,#f59e0b,p-rings,en
Viking Tales,A free public domain sagas book,Jennie Hall,"Jennie Hall is an author and scholar in the field of Sagas, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Sagas,free,0,257,"A classic sagas work by Jennie Hall. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Viking Tales by Jennie Hall is a foundational sagas work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Jennie Hall is an author and scholar in the field of Sagas, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/24811.epub3.images,https://www.gutenberg.org/cache/epub/24811/pg24811.cover.medium.jpg,Best Seller,#0f2a43,#ffffff,#f59e0b,p-rings,en
"Encyclopaedia Britannica, 11th Edition, Husband to Hydrolysis : Volume 14, Slice 1",A free public domain encyclopedias and dictionaries book,Various,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,Encyclopedias and dictionaries,free,0,217,"A classic encyclopedias and dictionaries work by Various. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Encyclopaedia Britannica, 11th Edition, Husband to Hydrolysis : Volume 14, Slice 1 by Various is a foundational encyclopedias and dictionaries work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/40538.epub3.images,https://www.gutenberg.org/cache/epub/40538/pg40538.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Laurel Health Cookery: A Collection of Practical Suggestions and Recipes for the Preparation of Non-Flesh Foods in Palatable and Attractive Ways,"A free public domain cooking, american book",Evora Bucknum Perkins,"Evora Bucknum Perkins was an American educator, cookbook writer, restaurateur, and missionary affiliated with the Seventh-day Adventist Church. She taught vegetarian cookery and hygiene, worked in Adventist sanitarium and missionary settings, and managed vegetarian restaurants. In 1911, she published The Laurel Health Cookery, a vegetarian cookbook based on her work as a cooking instructor.","Cooking, american",free,0,113,"A classic cooking, american work by Evora Bucknum Perkins. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Laurel Health Cookery: A Collection of Practical Suggestions and Recipes for the Preparation of Non-Flesh Foods in Palatable and Attractive Ways by Evora Bucknum Perkins is a foundational cooking, american work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Evora Bucknum Perkins was an American educator, cookbook writer, restaurateur, and missionary affiliated with the Seventh-day Adventist Church. She taught vegetarian cookery and hygiene, worked in Adventist sanitarium and missionary settings, and managed vegetarian restaurants. In 1911, she published The Laurel Health Cookery, a vegetarian cookbook based on her work as a cooking instructor.</p></div>",https://www.gutenberg.org/ebooks/43468.epub3.images,https://www.gutenberg.org/cache/epub/43468/pg43468.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
One Irish Summer,A free public domain travel book,William Eleroy Curtis,"William Eleroy Curtis was an American journalist, author, diplomat, political activist, and exhibitor. He was a prominent proponent of Pan-Americanism. Curtis' partisan reporting earned him patronage appointments and advanced his ideological goals. His career reflected the influence of bias, cronyism, and imperialism on journalism during the Gilded Age. Curtis held a series of leadership roles in the State Department, as well as the supranational organizations which anticipated the Organization of American States.",Travel,free,0,269,"A classic travel work by William Eleroy Curtis. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>One Irish Summer by William Eleroy Curtis is a foundational travel work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>William Eleroy Curtis was an American journalist, author, diplomat, political activist, and exhibitor. He was a prominent proponent of Pan-Americanism. Curtis' partisan reporting earned him patronage appointments and advanced his ideological goals. His career reflected the influence of bias, cronyism, and imperialism on journalism during the Gilded Age. Curtis held a series of leadership roles in the State Department, as well as the supranational organizations which anticipated the Organization of American States.</p></div>",https://www.gutenberg.org/ebooks/43921.epub3.images,https://www.gutenberg.org/cache/epub/43921/pg43921.cover.medium.jpg,Free,#2b4a4a,#ffffff,#38bdf8,p-rings,en
"Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg, 14 November 1945-1 October 1946, Volume 04","A free public domain göring, hermann, 1893-1946 book",Various,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,"Göring, hermann, 1893-1946",free,0,272,"A classic göring, hermann, 1893-1946 work by Various. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Trial of the Major War Criminals Before the International Military Tribunal, Nuremburg, 14 November 1945-1 October 1946, Volume 04 by Various is a foundational göring, hermann, 1893-1946 work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/54460.epub3.images,https://www.gutenberg.org/cache/epub/54460/pg54460.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Agricola: A study of agriculture and rustic life in the Greco-Roman world from the point of view of labour,A free public domain agricultural laborers book,William Emerton Heitland,William Emerton Heitland was an English classicist at Cambridge University who was described as having a passionate desire to attain the truth.,Agricultural laborers,free,0,302,"A classic agricultural laborers work by William Emerton Heitland. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Agricola: A study of agriculture and rustic life in the Greco-Roman world from the point of view of labour by William Emerton Heitland is a foundational agricultural laborers work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>William Emerton Heitland was an English classicist at Cambridge University who was described as having a passionate desire to attain the truth.</p></div>",https://www.gutenberg.org/ebooks/74220.epub3.images,https://www.gutenberg.org/cache/epub/74220/pg74220.cover.medium.jpg,Best Seller,#0f2a43,#ffffff,#f59e0b,p-rings,en
Selected Stories of Bret Harte,A free public domain fiction book,Bret Harte,"Francis Brett Hart, known as Bret Harte, was an American short story writer and poet best remembered for short fiction featuring miners, gamblers, and other romantic figures of the California Gold Rush. In a career spanning more than four decades, he also wrote poetry, plays, lectures, book reviews, editorials, and magazine sketches.",Fiction,free,0,258,"A classic fiction work by Bret Harte. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Selected Stories of Bret Harte by Bret Harte is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Francis Brett Hart, known as Bret Harte, was an American short story writer and poet best remembered for short fiction featuring miners, gamblers, and other romantic figures of the California Gold Rush. In a career spanning more than four decades, he also wrote poetry, plays, lectures, book reviews, editorials, and magazine sketches.</p></div>",https://www.gutenberg.org/ebooks/1312.epub3.images,https://www.gutenberg.org/cache/epub/1312/pg1312.cover.medium.jpg,Best Seller,#1a1a2e,#ffffff,#f59e0b,p-rings,en
庚巳編,A free public domain history book,Can Lu,"Can Lu is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",History,free,0,293,"A classic history work by Can Lu. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>庚巳編 by Can Lu is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Can Lu is an author and scholar in the field of History, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/27172.epub3.images,https://www.gutenberg.org/cache/epub/27172/pg27172.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
Witch Stories,A free public domain witchcraft book,E. Lynn Linton,"Eliza Lynn Linton was the first female salaried journalist in Britain and the author of over 20 novels. Despite her path-breaking role as an independent woman, many of her essays took a strong anti-feminist slant.",Witchcraft,free,0,146,"A classic witchcraft work by E. Lynn Linton. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Witch Stories by E. Lynn Linton is a foundational witchcraft work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Eliza Lynn Linton was the first female salaried journalist in Britain and the author of over 20 novels. Despite her path-breaking role as an independent woman, many of her essays took a strong anti-feminist slant.</p></div>",https://www.gutenberg.org/ebooks/32176.epub3.images,https://www.gutenberg.org/cache/epub/32176/pg32176.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"Encyclopaedia Britannica, 11th Edition, Diameter to Dinarchus : Volume 8, Slice 4",A free public domain encyclopedias and dictionaries book,Various,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,Encyclopedias and dictionaries,free,0,300,"A classic encyclopedias and dictionaries work by Various. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Encyclopaedia Britannica, 11th Edition, Diameter to Dinarchus : Volume 8, Slice 4 by Various is a foundational encyclopedias and dictionaries work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/32607.epub3.images,https://www.gutenberg.org/cache/epub/32607/pg32607.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Die Stadt ohne Juden: Ein Roman von übermorgen,A free public domain fiction book,Hugo Bettauer,"Maximilian Hugo Bettauer was a prolific Austrian writer and journalist, who was murdered by a Nazi Party follower on account of his opposition to antisemitism. He was well known in his lifetime; many of his books were bestsellers and in the 1920s a number were made into films, most notably Die freudlose Gasse, which dealt with prostitution, and Die Stadt ohne Juden, a satire against antisemitism.",Fiction,free,0,117,"A classic fiction work by Hugo Bettauer. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Die Stadt ohne Juden: Ein Roman von übermorgen by Hugo Bettauer is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Maximilian Hugo Bettauer was a prolific Austrian writer and journalist, who was murdered by a Nazi Party follower on account of his opposition to antisemitism. He was well known in his lifetime; many of his books were bestsellers and in the 1920s a number were made into films, most notably Die freudlose Gasse, which dealt with prostitution, and Die Stadt ohne Juden, a satire against antisemitism.</p></div>",https://www.gutenberg.org/ebooks/35569.epub3.images,https://www.gutenberg.org/cache/epub/35569/pg35569.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Mythical Monsters,"A free public domain animals, mythical book",Charles Gould,"Charles Gould may refer to:Charles Gould, afterwards Sir Charles Morgan, 1st Baronet (1726–1806), English Judge Advocate-General Charles Gould (geologist) (1834–1893), first Geological Surveyor of Tasmania, 1859–1869 Charles G. Gould (1845–1916), Union Army soldier and Medal of Honor recipient Charlie Gould (1847–1917), American baseball player Charles A. Gould (1848–1926), American yachtsman and industrialist Charles Henry Gould (1855–1919), Canadian librarian and musician Charles Gould (1904–1968), American film producer known as Charles K. Feldman Charles S. Gould, American film director, see The Great Adventures of Captain Kidd","Animals, mythical",free,0,122,"A classic animals, mythical work by Charles Gould. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Mythical Monsters by Charles Gould is a foundational animals, mythical work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Charles Gould may refer to:Charles Gould, afterwards Sir Charles Morgan, 1st Baronet (1726–1806), English Judge Advocate-General Charles Gould (geologist) (1834–1893), first Geological Surveyor of Tasmania, 1859–1869 Charles G. Gould (1845–1916), Union Army soldier and Medal of Honor recipient Charlie Gould (1847–1917), American baseball player Charles A. Gould (1848–1926), American yachtsman and industrialist Charles Henry Gould (1855–1919), Canadian librarian and musician Charles Gould (1904–1968), American film producer known as Charles K. Feldman Charles S. Gould, American film director, see The Great Adventures of Captain Kidd</p></div>",https://www.gutenberg.org/ebooks/40972.epub3.images,https://www.gutenberg.org/cache/epub/40972/pg40972.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"A Popular Handbook to the National Gallery, Volume I, Foreign Schools: Including by Special Permission Notes Collected from the Works of John Ruskin",A free public domain national gallery (great britain) book,Unknown Author,An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.,National gallery (great britain),free,0,173,"A classic national gallery (great britain) work by Unknown Author. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Popular Handbook to the National Gallery, Volume I, Foreign Schools: Including by Special Permission Notes Collected from the Works of John Ruskin by Unknown Author is a foundational national gallery (great britain) work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>An established literary and educational author whose cataloged works are preserved in public domain and digital study archives.</p></div>",https://www.gutenberg.org/ebooks/45737.epub3.images,https://www.gutenberg.org/cache/epub/45737/pg45737.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
